age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
52,,5.909389007825327,169.0638759071655,80.11674103605503,B,Los Angeles,Bachelor,This is sample text description 409 with various content,Comment 409: Some feedback about the product or service,2024-07-07,2025-06-14 01:26:47,False,False
33,68045.09346778384,89.88473881802473,177.0453479910251,75.21497869611139,D,New York,High School,This is sample text description 410 with various content,Comment 410: Some feedback about the product or service,2024-12-16,2025-06-07 01:26:47,True,False
78,9761.63993592457,65.07685475587473,184.89765140068567,56.17741905964266,D,Houston,High School,This is sample text description 411 with various content,Comment 411: Some feedback about the product or service,2025-02-10,2025-06-09 01:26:47,False,False
58,70377.73990444961,87.42267241383516,161.1490029183286,64.12780074867712,A,Houston,High School,This is sample text description 412 with various content,Comment 412: Some feedback about the product or service,2024-08-16,2025-06-09 01:26:47,True,True
53,,0.018839955658189744,184.57078625536568,67.60996862956294,A,Los Angeles,High School,This is sample text description 413 with various content,Comment 413: Some feedback about the product or service,2025-03-01,2025-06-30 01:26:47,False,True
50,-586.7487984932013,16.90810703559925,165.47438330798636,64.10796705221219,D,Houston,PhD,This is sample text description 414 with various content,Comment 414: Some feedback about the product or service,2025-02-21,2025-06-07 01:26:47,True,False
21,759635.5415669392,38.975938742649205,168.70090217019313,49.556328799750375,D,Chicago,Bachelor,This is sample text description 415 with various content,Comment 415: Some feedback about the product or service,2025-03-14,2025-06-19 01:26:47,True,True
50,,37.950290337471856,175.81432518797612,80.48530462875843,A,Houston,Bachelor,This is sample text description 416 with various content,Comment 416: Some feedback about the product or service,2024-10-15,2025-06-15 01:26:47,False,False
31,11909.758562696574,22.673038292351066,167.96763920693226,66.34734316147158,C,Los Angeles,Master,This is sample text description 417 with various content,Comment 417: Some feedback about the product or service,2025-05-03,2025-06-08 01:26:47,True,False
38,53508.42150600226,38.16119398672001,181.1011760666632,70.23047163839964,B,Los Angeles,High School,This is sample text description 418 with various content,Comment 418: Some feedback about the product or service,2025-02-21,2025-06-14 01:26:47,False,False
65,77771.82242888365,12.884871200025483,165.95395854886857,61.3260011890386,A,Chicago,Master,This is sample text description 419 with various content,Comment 419: Some feedback about the product or service,2025-05-26,2025-06-12 01:26:47,True,False
37,74603.22626914294,41.27611292660261,166.10465008719666,77.12907210957985,C,Houston,PhD,This is sample text description 420 with various content,Comment 420: Some feedback about the product or service,2024-09-13,2025-06-07 01:26:47,True,False
73,66721.22102319048,80.23543291592642,180.51979954209332,72.98044276572105,A,Houston,Master,This is sample text description 421 with various content,Comment 421: Some feedback about the product or service,2025-07-03,2025-06-19 01:26:47,True,True
25,,47.90700631033512,162.36875611732341,88.19176583695628,D,New York,High School,This is sample text description 422 with various content,Comment 422: Some feedback about the product or service,2024-12-24,2025-06-15 01:26:47,True,False
24,64590.85533271628,1.8000088945214987,172.4892909531666,77.20898069408477,A,Phoenix,Bachelor,This is sample text description 423 with various content,Comment 423: Some feedback about the product or service,2025-03-18,2025-06-17 01:26:47,True,True
20,45637.92203252114,42.14440415792474,153.39517332306175,66.95973397244333,B,Los Angeles,Bachelor,This is sample text description 424 with various content,Comment 424: Some feedback about the product or service,2024-11-27,2025-06-18 01:26:47,True,False
34,69917.15057436988,2.717501609084416,188.1963935206119,58.904247737461596,A,New York,High School,This is sample text description 425 with various content,Comment 425: Some feedback about the product or service,2025-07-02,2025-06-25 01:26:47,True,True
50,55123.229168676495,96.62434107067982,182.06551936236775,82.98929025874968,B,Los Angeles,PhD,This is sample text description 426 with various content,Comment 426: Some feedback about the product or service,2024-11-04,2025-06-12 01:26:47,True,False
65,49602.3677942227,12.745395942286898,197.50107199580754,65.76135851820314,B,New York,High School,This is sample text description 427 with various content,Comment 427: Some feedback about the product or service,2025-01-21,2025-06-29 01:26:47,False,True
29,62818.07698818472,70.76883263306188,183.38363731446384,67.42423650105668,A,Phoenix,,This is sample text description 428 with various content,Comment 428: Some feedback about the product or service,2025-06-10,2025-06-26 01:26:47,True,True
76,46561.73257856484,97.27763228920858,158.7034977039952,67.42042590560987,B,New York,,This is sample text description 429 with various content,Comment 429: Some feedback about the product or service,2025-06-19,2025-06-29 01:26:47,False,False
68,49514.45440216116,82.60390516665719,176.68649860160593,63.97588434014306,B,Los Angeles,PhD,This is sample text description 430 with various content,Comment 430: Some feedback about the product or service,2024-12-02,2025-07-01 01:26:47,True,True
39,38895.52001742476,69.93153751262037,160.81991237778195,67.68191508655195,A,Houston,High School,This is sample text description 431 with various content,Comment 431: Some feedback about the product or service,2025-04-05,2025-06-24 01:26:47,True,False
72,17891.820176308753,83.9460909500767,185.780375070531,98.89311344098866,C,Los Angeles,High School,This is sample text description 432 with various content,Comment 432: Some feedback about the product or service,2025-06-05,2025-06-20 01:26:47,True,False
39,61357.06947542543,98.17986932606276,158.98859712022428,54.28266918808462,A,Chicago,High School,This is sample text description 433 with various content,Comment 433: Some feedback about the product or service,2024-12-13,2025-06-07 01:26:47,True,True
63,33879.3936065886,62.13444972535296,158.50845115760202,57.78243683857585,B,Chicago,PhD,This is sample text description 434 with various content,Comment 434: Some feedback about the product or service,2024-12-11,2025-06-11 01:26:47,True,False
47,45984.16267918532,55.918480682932646,153.90188546303312,90.76486627231375,B,Chicago,PhD,This is sample text description 435 with various content,Comment 435: Some feedback about the product or service,2025-03-21,2025-06-15 01:26:47,True,True
55,55739.479169078666,62.82381104632814,165.11620178737,64.37793423257392,B,Chicago,PhD,This is sample text description 436 with various content,Comment 436: Some feedback about the product or service,2025-02-10,2025-06-18 01:26:47,True,True
55,8295.64712869122,53.2675886761555,163.10522175216428,63.24068073887658,A,Phoenix,Bachelor,This is sample text description 437 with various content,Comment 437: Some feedback about the product or service,2025-03-27,2025-07-03 01:26:47,True,False
62,12773.02192646353,63.50891059097188,157.38350894160735,85.5229578516015,B,Houston,Master,This is sample text description 438 with various content,Comment 438: Some feedback about the product or service,2024-08-22,2025-06-16 01:26:47,False,False
68,44005.22846781594,44.98422079725592,189.89809104243523,48.69706574077374,B,Houston,Master,This is sample text description 439 with various content,Comment 439: Some feedback about the product or service,2024-11-07,2025-06-21 01:26:47,True,True
71,,21.84431828833071,175.29880696386644,82.32181643880108,C,Los Angeles,,This is sample text description 440 with various content,Comment 440: Some feedback about the product or service,2024-11-01,2025-07-01 01:26:47,True,False
25,64880.76541298322,12.024722651167563,174.12234539856712,70.68424643982316,C,New York,Bachelor,This is sample text description 441 with various content,Comment 441: Some feedback about the product or service,2025-01-24,2025-06-23 01:26:47,True,False
44,18173.71008248186,6.834093553226039,185.89164419247928,76.97203196247966,B,Los Angeles,PhD,This is sample text description 442 with various content,Comment 442: Some feedback about the product or service,2025-01-14,2025-06-17 01:26:47,False,False
44,,26.331578375320007,172.56257792042933,76.69046432878189,A,Los Angeles,High School,This is sample text description 443 with various content,Comment 443: Some feedback about the product or service,2025-06-01,2025-06-24 01:26:47,True,True
51,45098.60763367327,4.6123564335733835,162.5131979849486,60.58026120276043,A,Los Angeles,Bachelor,This is sample text description 444 with various content,Comment 444: Some feedback about the product or service,2024-09-25,2025-06-06 01:26:47,True,False
38,32336.855098070457,56.71707799193856,152.99790257482343,85.76775670224859,A,Los Angeles,High School,This is sample text description 445 with various content,Comment 445: Some feedback about the product or service,2024-07-12,2025-06-13 01:26:47,True,False
47,37028.962878812585,28.382844702352028,161.94942607656597,61.747934327828965,A,Houston,Bachelor,This is sample text description 446 with various content,Comment 446: Some feedback about the product or service,2024-07-13,2025-06-15 01:26:47,True,False
50,66037.14664080333,82.45348080870322,185.05415600508462,76.13273528498112,A,New York,Bachelor,This is sample text description 447 with various content,Comment 447: Some feedback about the product or service,2025-06-15,2025-07-01 01:26:47,True,False
45,55480.11570171143,7.424087298838645,157.4466388431384,88.56586728293705,A,Los Angeles,Master,This is sample text description 448 with various content,Comment 448: Some feedback about the product or service,2024-09-01,2025-06-30 01:26:47,False,False
